abstract,doi,eid,link,scholar,scopus,title,year
"© 2017 IEEE.High-profile and often destructive distributed denial of service (DDoS) attacks continue to be one of the top security concerns as the DDoS attacks volumes are increasing constantly. Among them, the SYN Flood attack is the most common type. Conventional DDoS defense solutions may not be preferable, since they demand highly capable hardware resources, which induce high cost and long deployment cycle. The emerging of network function virtualization (NFV) technology introduces new opportunities to decrease the amount of proprietary hardware that is needed to launch and operate network services. In this paper, we propose a DDoS defense mechanism named CoFence, which facilitates a ""domain-helps-domain"" collaboration network among NFV-based domain networks. CoFence allows domain networks to help each other in handling large volume of DDoS attacks through resource sharing. Specifically, we design a dynamic resource allocation mechanism for domains so that the resource allocation is fair, efficient, and incentive-compatible. The resource sharing mechanism is modeled as a multi-leader-follower Stackelberg game. In this game, all domains have a degree of control to maximize their own utility. The resource supplier domains determine the amount of resource to each requesting peer based on optimizing a reciprocal-based utility function. On the other hand, the resource requesting domains decide the level of demand to send to the resource supplier domains in order to reach sufficient support. Our simulation results demonstrate that the designed resource allocation game is effective, incentive compatible, fair, and reciprocal under its Nash equilibrium.",10.1109/TIFS.2017.2708693,2-s2.0-85029210559,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85029210559&origin=inward,,17.0,A Collaborative DDoS Defence Framework Using Network Function Virtualization,2017
"Attacks on the networks are most important issues. Therefore, the prevention of such attacks is imperative. The hindrance of such attacks is exclusively dependent on their detection. The detection is a prime part of any security tool such as Intrusion Detection System (IDS), Intrusion Prevention System (IPS), Adaptive Security Alliance (ASA), check points and firewalls. A variety of intrusion detection approaches be present to resolve this severe issue but the main problem is performance. Therefore, in this paper, a model is proposed to overcome performance issues. In this model, support vector machine (SVM) and backpropagation neural network are applied on distributed denial of service (DDOS) attacks. The system uses sampled data form cooperative association for internet data analysis (CAIDA) dataset, an attack database that is a standard for evaluating the security detection mechanisms. The results and comparative studies indicate that the proposed mechanism demonstrate more accuracy in case of false positive, false negative and detection rate. © 2011 International Information Institute.",,2-s2.0-84855907981,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84855907981&origin=inward,,17.0,Distributed denial of service attacks detection using support vector machine,2011
"This paper presents a new spectral template-matching approach to countering shrew distributed denial-of-service (DDoS) attacks. These attacks are stealthy, periodic, pulsing, and low-rate in attack volume, very different from the flooding type of attacks. They are launched with high narrow spikes in very low frequency, periodically. Thus, shrew attacks may endanger the victim systems for a long time without being detected. In other words, such attacks may reduce the quality of services unnoticeably. Our defense method calls for collaborative detection and filtering (CDF) of shrew DDoS attacks. We detect shrew attack flows hidden in legitimate TCP/UDP streams by spectral analysis against pre-stored template of average attack spectral characteristics. This novel scheme is suitable for either software or hardware implementation. The CDF scheme is implemented with the NS-2 network simulator using real-life Internet background traffic mixed with attack datasets used by established research groups. Our simulated results show high detection accuracy by merging alerts from cooperative routers. Both theoretical modeling and simulation experimental results are reported here. The experiments achieved up to 95% successful detection of network anomalies along with a low 10% false positive alarms. The scheme cuts off malicious flows containing shrew attacks using a newly developed packet-filtering scheme. Our filtering scheme retained 99% of legitimate TCP flows, compared with only 20% TCP flows retained by using the Drop Tail algorithm. The paper also considers DSP, FPGA, and network processor implementation issues and discusses limitations and further research challenges. © 2006 Elsevier Inc. All rights reserved.",10.1016/j.jpdc.2006.04.007,2-s2.0-33746985496,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33746985496&origin=inward,,139.0,Collaborative detection and filtering of shrew DDoS attacks using spectral analysis,2006
"© 2017 IEEE.With rising of Internet of Things (IoT) technology, billions of IoT devices and sensors interconnect and exchange large amount of data. Along with new IoT applications, there are many emerging important issues, such as device security and data protection. Recently, there are several global distributed denial-of-service (DDoS) attacks against home routers and network cameras. These IoT embedded devices are vulnerable to cyber-Attacks because of existing vulnerabilities, such as network access, constrained resources, lack of update, and system heterogeneity. In this paper, we propose an over-The-Air firmware update system for home routers cooperating with ISPs' network management system (NMS) and operations support system (OSS). This system has been applied to at least one million routers in Chunghwa telecom and has reached completion rate of firmware update around 96.32%. It keeps firmware of routers up-To-date, assures home cybersecurity of customers and reduces the inconvenience caused to customers while updating.",10.1109/APNOMS.2017.8094190,2-s2.0-85040587697,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85040587697&origin=inward,,0.0,Firmware over the air for home cybersecurity in the Internet of Things,2017
"© 2015 IEEE.Software Defined Networking (SDN) has the potential to enable novel security applications that support flexible, on-demand deployment of system elements. It can offer targeted forensic evidence collection and investigation of computer network attacks. Such unique capabilities are instrumental to network intrusion detection that is challenged by large volumes of data and complex network topologies. This paper presents an innovative approach that coordinates distributed network traffic Monitors and attack Correlators supported by Open Virtual Switches (OVS). The Monitors conduct anomaly detection and the Correlators perform deep packet inspection for attack signature recognition. These elements take advantage of complementary views and information availability on both the data and control planes. Moreover, they collaboratively look for network flooding attack signature constituents that possess different characteristics in the level of information abstraction. Therefore, this approach is able to not only quickly raise an alert against potential threats, but also follow it up with careful verification to reduce false alarms. We experiment with this SDN-supported collaborative approach to detect TCP SYN flood attacks on the Global Environment for Network Innovations (GENI), a realistic virtual testbed. The response times and detection accuracy, in the context of a small to medium corporate network, have demonstrated its effectiveness and scalability.",10.1109/MILCOM.2015.7357519,2-s2.0-84959307547,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84959307547&origin=inward,,24.0,An SDN-supported collaborative approach for DDoS flooding detection and containment,2015
"© 2015 IEEE.Since the last years, cloud computing is playing an important role in providing high quality of IT services. However, beyond a legitimate usage, the numerous advantages it presents are now exploited by attackers, and botnets supporting DDoS attacks are among the greatest beneficiaries of this malicious use. In this paper, we present an original approach that enables a collaborative egress detection of DDoS attacks leveraged by a botcloud. We provide an early evaluation of our approach using simulations that rely on real workload traces, showing our detection system effectiveness and low overhead, as well as its support for incremental deployment in real cloud infrastructures.",10.1109/INM.2015.7140406,2-s2.0-84942645338,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84942645338&origin=inward,,10.0,A collaborative approach for a source based detection of botclouds,2015
"This paper proposes a multiplayer game to prevent Distributed Denial of Service attack (DDoS) in ad hoc networks. The multiplayer game is based on game theory and cryptographic puzzles. We divide requests from nodes into separate groups which decreases the ability of malicious nodes to cooperate with one another in order to effectively make a DDoS attack. Finally, through our experiments we have shown that the total overhead of the multiplayer game as well as the the total time that each node needs to be served is affordable for devices that have limited resources and for environments like ad hoc networks where nodes must exchange information really fast. © 2011 IEEE.",10.1109/WIRELESSVITAE.2011.5940931,2-s2.0-79960925393,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79960925393&origin=inward,,8.0,Multiplayer game for DDoS attacks resilience in ad hoc networks,2011
"© 2017DNS amplification has been instrumental in over 34% of high-volume network DDoS attacks, with some floods exceeding 300 Gbps. Today's best practices require Internet-wide cooperation and have been unable to prevent these attacks. In this work, we investigate whether these best practices can eliminate DNS amplification attacks and characterize what threats remain. In particular, we study roughly 130 million DNS domains and their associated servers to determine the DNS amplification potential associated with each. We find attackers can easily use these servers to create crippling floods and that few servers employ any protection measures to deter attackers.",10.1016/j.comnet.2017.02.007,2-s2.0-85013087088,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85013087088&origin=inward,,7.0,The best bang for the byte: Characterizing the potential of DNS amplification attacks,2017
"Traditional Intrusion detection systems (IDSs) focus on low-level attacks or anomalies, and they raise alerts independently, though there may be logical connections between them. With the development of network security infrastructure and technology, it seems that attackers continuously adjust and upgrade their intrusion methods to escape from security inspection. Some kinds of intricate intrusion mode are widely used now. When meeting with these intricate intrusions such as Distributed denial of service (DDoS), network administrator may find alerts with unmanageable amount and true alerts mixed with false alerts. As a result, it is difficult for intrusion response systems and users to understand the alerts and take appropriate actions. This is why alert correlation technology has developed with such a striking speed in recent years. As is motivated by the urgent requirement to process alerts efficiently and correctly, in this paper we present a logical causality analysis method to apply correlation operation to the alerts generated in cooperative intrusion detection framework, in which we try to discover the implicit logical causality between alerts and make use of the causality to combine the alerts with logical causality and generate higher - level alerts. To verify the performance of the alert correlation operation in practice, we also give an implementation of the system prototype and illustrate the experiment results, from which we can find out that the alert correlation operation can achieve a good compromising point between the efficiency and correctness of the correlation process.",,2-s2.0-34547209651,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34547209651&origin=inward,,0.0,Logical causality analysis method for alert correlation,2007
"Copyright © 2017 by SCITEPRESS - Science and Technology Publications, Lda. All rights reserved.In recent years, Cloud Computing had met a rapid development and an increasing popularity that have boosted the rate of its adoption. Pay for use, low-cost and rapid elasticity are some of advantages provided by Cloud Computing. However, this technology is facing many security challenges caused basically by the virtualization feature. Thus, Intrusion Detection is become crucial to secure the cloud environment. In fact, many security solutions have been proposed to overcome security issues and increase customers' trust on Cloud Computing paradigm. After discussing existing Intrusion Detection Systems, deployed for Cloud Computing, we propose, in this paper, an approach that is based on cooperative and distributed intrusion detection, where a Cooperative Intrusion Detection approach is deployed for the Cloud Computing architecture in order to reinforce its security. In the implementation, many DDOS attacks type have been launched to test the performance of the proposed IDS. The experiment has lead to an effective Cloud IDS with lower false positive rate.",,2-s2.0-85029406924,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85029406924&origin=inward,,2.0,Multi-layer cooperative intrusion detection system for cloud environment,2017
"This paper examines how cyber attacks, if indeed conducted by nation states, have been unsuccessful in supporting states' foreign policy objectives. By analyzing three prominent case studies, I show that as a result of geopolitical tensions, cyber attacks were implemented to further nation state objectives in support of foreign policy considerations and failed to achieve their respective outcomes despite successful deployment against their intended targets. The three case studies, hypothetical scenarios because attribution has not been confirmed, include: (1) the October 2012 distributed denial of service attacks targeting the U.S. banking sector; (2) the 2012 Stuxnet attack against Iran; and (3) the 2007 cyber attacks against Estonia. I work with the assumption that nation states were orchestrating the attacks through proxies, or else were actual participants, based on intent, motive, and a plethora of circumstantial evidence presented in each scenario. Data has been collected from newspapers, information technology security periodicals, and expert analysis. This paper challenges the notion that states can use the threat of cyber attack to influence an adversarial nation state's behavior, much the same way the threat of nuclear weapons holds other states in check. © 2013 NATO Coop Cyber Def Ctr.",,2-s2.0-84904396622,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84904396622&origin=inward,,11.0,Cyber attack: A dull tool to shape foreign policy,2013
"© 2018, Springer Science+Business Media, LLC, part of Springer Nature.Consider the wireless sensor network (WSN) deployed in the motivation to perform data collection through the sensor nodes of the network deployed in different geographic region with same set of configuration where each can directly communicate to the base station. There are many routing protocols exists but the cluster based linear chain routing is focused towards reducing energy depletion by performing cooperative transmission to reach the destination. Because of the nodes has no mobility and the cluster formation is performed once, the linear chain routing protocol is more prone for variety of routing attacks which spoils the motivation of linear chain routing and reduce the lifetime of the network in rapid manner. We propose a multi model mitigation technique which handles variety of network threats happen in routing of packets increases the performance of WSN. This method performs flow estimation technique to identify the denial of service attacks and botnet based attacks. An light weight location verification protocol has been depicted to handle the sink hole attacks. The problem of packet dropping attack has been handled by one step verification process. The multi model mitigation techniques have produced efficient result in Quality of Service development and improve the performance of the linear chain routing.",10.1007/s11277-018-5346-9,2-s2.0-85045139565,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85045139565&origin=inward,,1.0,Multi Model Mitigation Approach for Network Threats on Cluster Based Linear Chain Routing Protocol in Wireless Sensor Networks at QoS Development,2018
"Due to emergence of wireless networks and immense use of hand held devices, wireless networks encounter a great threat of denial of service attack. Traditionally IP-Based Filtering has been used to combat these attacks, however studies shows that thousands of distributed zombies work in cooperation generate huge network traffic that result in distributed denial of service (DDOS) attacks and illegitimate access to resources and services. In this paper, first we studied attacks and mitigation scenarios to analyze network wide DDoS security anomalies. This will help us to drive supplementary active measurements to characterize the strength and characteristic of attacks to improve correlation of our log data and with other publicly available network traffic analysis data. Secondly, we presented a monitoring scheme to simulate a variety of attacks on different mobile operating system. This will identify the potential threat of different DDoS attacks for such platform and traffic scanning activity to avoid detection of attacks such as Ping to Death DDoS attack. Third, we followed proceedings of an enduring basis to extort trends in the attack frequency, make-up, and production of extensive DDoS attacks. This longitudinal analysis was necessary for understanding the progression of the threats and vulnerabilities. In conclusion, while analyzing our early results concerning large-scale DDoS attack. We used a hybrid approach to diminish and prevent the attack. Network Simulator 2 (NS-2) is used to imitate the real environment and to create attack traffic with different attack strength. The simulation results are encouraging as we were able to establish, and approximate strength of DDoS attack efficiently. © 2012 Published by Elsevier Ltd.",10.1016/j.procs.2012.06.147,2-s2.0-84896999084,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84896999084&origin=inward,,0.0,Defense and monitoring model for distributed denial of service attacks,2012
"© 2019 IEEE.The Internet of Things constitutes the latest paradigm shift in computing. Billions of devices sense the real world and store produced data in the cloud. Existing security models, approaches and solutions are not able to sufficiently protect modern computing infrastructures, consisting of numerous low power devices that are characterized by high diversity in both hardware and software. In this paper a new approach to IoT security, based on a distributed multi-agent system is presented. We use a lightweight agent in each one of multiple IoT installations (e.g. smarthomes), in order to collaboratively detect security events and prevent probable attacks. A simulation is conducted in order to evaluate the performance of the proposed methodology. In particular the methodology is used to minimize the effects of distributed denial of service attacks, conducted by the use of IoT devices botnets, such as the mirai botnet attacks, spotted recently.",10.1109/DCOSS.2019.00055,2-s2.0-85071948751,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071948751&origin=inward,,2.0,Collaborative agent-based detection of DDoS IoT botnets,2019
"© 2016 IEEE.Distributed Denial of Service (DDoS) attacks are aimed at exhausting various resources of victim hosts, thereby preventing legitimate usage of their computational capabilities. DDoS attacks are often launched by organized crime, hacktivists, or other (un)usual suspects, making this type of cyber crime a major concern for many organizations around the world. Performance plays an important role in cloud computing. Cloud is known for its availability of resources that makes it as leading computing platform. In this paper, the aim is to develop a collaborative defense framework against DDoS attacks in cloud. We focus on two main phases, which are anomaly detection and filtering of malicious traffic, to achieve a successful defense against DDoS attacks. Firstly, in order to detect the stealthy DDoS attack at an early stage, we proposed an effective detection scheme based on time-series decomposition method. Secondly, current defense systems are not scalable well to high-speed networks and few of them are able to defend against attacks originated from both spoofed and genuine source addresses.",10.1109/ISCO.2016.7726917,2-s2.0-85007296260,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85007296260&origin=inward,,3.0,Review on mitigation of distributed Denial of Service (DDoS) attacks in cloud computing,2016
"To develop an intelligent security model that has the ability to protect computer systems from being attacked by various hackers, with the analysis of current security model status, by introducing brand-new distributed computing technology-Jini and the guide thoughts of ubiquitous computing, a kind of expert-system-like security model was proposed with the ability of data mining, selflearning, human experience integration and heterogeneous knowledge engine cooperation. By using this model, the detecting and resisting DoS (Denial of Service) and DDoS attacks were chosen as an experiment to test the ability and availability of this new model. As a conclusion of the research work, the model proposed has the ability to solve current security crisis, thus it has high latent capacity and concrete importance.",,2-s2.0-0034592079,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034592079&origin=inward,,0.0,Distributed knowledge-based active Jini security model,2000
"Testing security systems is challenging because a system's authors have to play the double role of attackers and defenders. Red Team/Blue Team exercises are an invaluable mechanism for security testing. They partition researchers into two competing teams of attackers and defenders, enabling them to create challenging and realistic test scenarios. While such exercises provide valuable insight into vulnerabilities of security systems, they are very expensive and thus rarely performed. In this paper we describe a Red Team/Blue Team exercise, sponsored by DARPA's FTN program, and performed October 2002 to May 2003. The goal of the exercise was to evaluate a collaborative DDoS defense, comprised of a distributed system, COSSACK, and a stand-alone defense, D-WARD. The role of the Blue Team was played by developers of the tested systems from USC/ISI and UCLA, the Red Team included researchers from Sandia National Laboratory, and all the coordination, experiment execution, result collection and analysis was performed by the White Team from BBN Technologies. This exercise was of immense value to all involved - it uncovered significant vulnerabilities in tested systems, pointed out desirable characteristics in DDoS defense systems (e.g., avoiding reliance on timing mechanisms), and taught us many lessons about testing of DDoS defenses. © 2008 IEEE.",10.1109/TC.2008.42,2-s2.0-47049083714,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=47049083714&origin=inward,,20.0,Testing a collaborative DDoS defense in a red team/blue team exercise,2008
"This paper presents a new distributed approach to detecting DDoS (distributed denial of services) flooding attacks at the traffic flow level. The new defense system is suitable for efficient implementation over the core networks operated by Internet service providers (ISP). At the early stage of a DDoS attack, some traffic fluctuations are detectable at Internet routers or at gateways of edge networks. We develop a distributed change-point detection (DCD) architecture using change aggregation trees (CAT). The idea is to detect abrupt traffic changes across multiple network domains at the earliest time. Early detection of DDoS attacks minimizes the flooding damages to the victim systems serviced by the provider.The system is built over attack-transit routers, which work together cooperatively. Each ISP domain has a CAT server to aggregate the flooding alerts reported by the routers. CAT domain servers collaborate among themselves to make the final decision. To resolve policy conflicts at different ISP domains, a new secure infrastructure protocol (SIP) is developed to establish the mutual trust or consensus. We simulated the DCD system up to 16 network domains on the DETER testbed, a 220-node PC cluster for Internet emulation experiments at USC Information Science Institute. Experimental results show that 4 network domains are sufficient to yield a 98 percent detection accuracy with only 1percent false-postive alarms. Based on a 2006 Internet report on AS (autonomous system) domain distribution, we prove that this DDoS defense systrem can scale well to cover 84 AS domains. This security coverage is wide enough to safeguard most ISP core networks from real-life DDoS flooding attacks. © 2007 IEEE.",10.1109/TPDS.2007.1111,2-s2.0-36348929372,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=36348929372&origin=inward,,163.0,Collaborative detection of DDoS attacks over multiple network domains,2007
"© BEIESP.Distributed Denial-of-Service attacks are very hard to be mitigated in wireless network environment. Here in this manuscript, an effective method of flood detection and mitigation architecture is proposed named eShield, which detects and prevent flooding attacks through spoof detection technique. The proposed method uses an architecture and an algorithm. eShield deals with Intrusion Protection and Detection Systems (IPDS) which collaboratively defend flooding attacks at different points in the network. Here eShield detects the supply node with its port variety which were below assault. Inorder to reduce the burden on international IPDS eShield makes use of distinct nearby IPDS for the assaults in flooding which have been carried out collaboratively. The assessment is done through the widespread simulation of eShield and it is proved to be an actual values based on time delay, false positive rates, computation and communication overhead.",,2-s2.0-85070002771,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070002771&origin=inward,,0.0,EShield: An effective detection and mitigation of flooding in DDoS attacks over large scale networks,2019
"Spoofing source IP addresses is always utilized to perform Distributed Denial-of-Service (DDoS) attacks. Most of current detection and prevention methods against DDoS ignore the innocent side, whose IP is utilized as the spoofed IP by the attacker. In this paper, a novel method has been proposed to against the direct DDoS attacks, which consists of two components: the client detector and the server detector. The cooperation of those two components and their interactive behavior lead to an early stage detection of a DDoS attack. From the result of experiments, the approach presented in this paper yields accurate DDoS alarms at early stage. Furthermore, such approach is insensitive to the false suspect alarms with adopted evaluation functions. © Springer-Verlag Berlin Heidelberg 2004.",,2-s2.0-35048824458,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=35048824458&origin=inward,,2.0,A novel technique for detecting DDoS attacks at its early stage,2004
"We present a streaming protocol that addresses the security issues pertaining to BitTorrent like P2P systems. Any efficient streaming system would not be effective if it cannot withstand security threats. We focus on free rider's, whitewasher's and malicious payload insertion attacks which implicitly affect Quality of Service like important metrics for the streaming system. We propose a novel idea of alliance formation, wherein the nodes collaborate with their preferred participating peers for a symbiotic association. The protocol enforces a strict policy that dissuades free riders and whitewashers from their selfish behavior. We propose a lightweight integrity checking algorithm for malicious garbled payload insertion to guard against security threats to the swarm. We present an evaluative comparison of the system performance in a cheating node free environment versus system with prevalent threats. Our simulation results show that cheating and malicious node problem can be significantly reduced by our proposed protocol. We explore the security vulnerabilities in the contemporary p2p file sharing systems and make security recommendations for the same.",,2-s2.0-84870014336,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84870014336&origin=inward,,0.0,Security issues in BitTorrent like P2P streaming systems,2006
"© 2016 IEEE.In this paper, we investigate collaborative schemes to mitigate Distributed Denial of Service attacks in multi-domain Software Defined Networks (SDNs). The mitigation process itself is distributed, initiated by the domain of the victim, and involving all domains in the path of an attack (transit domains). We emphasize on filtering malicious flows as close to the attack sources as possible. We propose a modular and scalable approach that leverages on the SDNi (SDN interface) protocol, as the enabler for information exchange between adjacent SDN domains. We extend this protocol by publishing and exchanging pointers to incident reports, formatted according to the IETF IODEF standards and exposed through domain SDN Controllers. Thus, an SDN domain hosting the victim of the attack is able to notify the recipients about the malicious flows that they forward, requesting their filtering until the attack ceases. In order to motivate close cooperation of SDN domains governed by diverse authorities, we implemented and evaluated a reputation mechanism, whereby domains historically assess the behavior of their neighbors, discouraging assistance in case the domain of the victim has a poor cooperation track record.",10.1109/NOMS.2016.7502849,2-s2.0-84979776717,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84979776717&origin=inward,,7.0,A reputation-based collaborative schema for the mitigation of distributed attacks in SDN domains,2016
"At present, researchers have already proposed many methods for tracing DoS or DDoS attack, but few attention is put on DRDoS (Distributed Reflector Denial of Service) traceback. In DRDoS, the slaves hide behind the innocent reflectors, which makes the general DoS or DDoS traceback methods be hard to apply to DRDoS traceback. In this paper, we propose a collaborative traceback method-ADPM (Authenticated Deterministic Packet Marking) to trace DRDoS attack. In ADPM, routers mark request packets, log request packets' mark information and add corresponding logging to response packets, so victims can locate slaves when suffered DRDoS attack. Analysis and simulation results show that ADPM has the following advantages: requires small memory to logs the mark information; be able to resist forging mark information; can be deployed conveniently and incrementally; both the false positive and the number of packets needed for path reconstruction are small. © 2011 Binary Information Press.",,2-s2.0-79955088914,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79955088914&origin=inward,,4.0,Traceback DRDoS attacks,2011
"Owing to the distributed nature of denial-of-service attacks, it is tremendously challenging to detect such malicious behavior using traditional intrusion detection systems in Wireless Sensor Networks (WSNs). In the current paper, a game theoretic method is introduced, namely cooperative Game-based Fuzzy Q-learning (G-FQL). G-FQL adopts a combination of both the game theoretic approach and the fuzzy Q-learning algorithm in WSNs. It is a three-player strategy game consisting of sink nodes, a base station, and an attacker. The game performs at any time a victim node in the network receives a flooding packet as a DDoS attack beyond a specific alarm event threshold in WSN. The proposed model implements cooperative defense counter-attack scenarios for the sink node and the base station to operate as rational decision-maker players through a game theory strategy. In order to evaluate the performance of the proposed model, the Low Energy Adaptive Clustering Hierarchy (LEACH) was simulated using NS-2 simulator. The model is subsequently compared against other existing soft computing methods, such as fuzzy logic controller, Q-learning, and fuzzy Q-learning, in terms of detection accuracy, counter-defense, network lifetime and energy consumption, to demonstrate its efficiency and viability. The proposed models attack detection and defense accuracy yield a greater improvement than existing above-mentioned machine learning methods. In contrast to the Markovian game theoretic, the proposed model operates better in terms of successful defense rate. © 2014 Elsevier Ltd.",10.1016/j.engappai.2014.02.001,2-s2.0-84900419562,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84900419562&origin=inward,,92.0,Cooperative game theoretic approach using fuzzy Q-learning for detecting and preventing intrusions in wireless sensor networks,2014
"The growth in coordinated network attacks such as scans, worms and distributed denial-of-service (DDoS) attacks is a profound threat to the security of the Internet. Collaborative intrusion detection systems (CIDSs) have the potential to detect these attacks, by enabling all the participating intrusion detection systems (IDSs) to share suspicious intelligence with each other to form a global view of the current security threats. Current correlation algorithms in CIDSs are either too simple to capture the important characteristics of attacks, or too computationally expensive to detect attacks in a timely manner. We propose a decentralized, multi-dimensional alert correlation algorithm for CIDSs to address these challenges. A multi-dimensional alert clustering algorithm is used to extract the significant intrusion patterns from raw intrusion alerts. A two-stage correlation algorithm is used, which first clusters alerts locally at each IDS, before reporting significant alert patterns to a global correlation stage. We introduce a probabilistic approach to decide when a pattern at the local stage is sufficiently significant to warrant correlation at the global stage. We then implement the proposed two-stage correlation algorithm in a fully distributed CIDS. Our experiments on a large real-world intrusion data set show that our approach can achieve a significant reduction in the number of alert messages generated by the local correlation stage with negligible false negatives compared to a centralized scheme. The proposed probabilistic threshold approach gains a significant improvement in detection accuracy in a stealthy attack scenario, compared to a naive scheme that uses the same threshold at the local and global stages. A large scale experiment on PlanetLab shows that our decentralized architecture is significantly more efficient than a centralized approach in terms of the time required to correlate alerts. Crown Copyright © 2009.",10.1016/j.jnca.2009.02.010,2-s2.0-67649509485,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=67649509485&origin=inward,,52.0,Decentralized multi-dimensional alert correlation for collaborative intrusion detection,2009
"Distributed denial of service (DDoS) attacks on the Internet have become an immediate problem. As DDoS streams do not have common characteristics, currently available intrusion detection systems (IDS) can not detect them accurately. As a result, defend DDoS attacks based on current available IDS will dramatically affect legitimate traffic. In this paper, we propose a distributed approach to defend against distributed denial of service attacks by coordinating across the Internet. Unlike traditional IDS, we detect and stop DDoS attacks within the intermediate network. In the proposed approach, DDoS defense systems are deployed in the network to detect DDoS attacks independently. A gossip based communication mechanism is used to exchange information about network attacks between these independent detection nodes to aggregate information about the overall network attacks observed. Using the aggregated information, the individual defense nodes have approximate information about global network attacks and can stop them more effectively and accurately. To provide reliable, rapid and widespread dissemination of attack information, the system is built as a peer to peer overlay network on top of the internet.",,2-s2.0-78651059765,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78651059765&origin=inward,,2.0,Cooperative defense against network attacks,2005
"© 2016, International Journal of Pharmacy and Technology. All rights reserved.Mobile ad hoc networks (MANETs) are dynamic mobile networks that can be formed in the absence of any preexisting communication infrastructure. In addition to node mobility, a MANET is characterized by limited resources such as bandwidth, battery power, and storage space. The underlying assumption in MANETs is that the intermediate nodes cooperate in forwarding packets. However, this assumption does not hold in commercial and emerging civilian applications. MANETs are vulnerable to Denial of Service (DoS) due to their salient characteristics. In this paper, a resource pricing mechanism is proposed for mitigating DDoS attacks. DDoS attacks committed by selfish and malicious nodes were investigated. Our scheme motivates nodes to cooperate and excludes them from the network only if they fail to do so. We evaluated the performance of our scheme using NS-2 simulator and the packet delivery ratio, the routing and communication overhead, and misbehaving node detection in a discrete event-simulation environment. The results indicate that the resource pricing mechanism can significantly reduce the effect of DDoS attacks and improve performance in MANETs.",,2-s2.0-84978511805,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84978511805&origin=inward,,0.0,A study and an analysis to mitigate distributed denial of service attacks in mobile ad-hoc network,2016
"This paper addresses possible distributed denial-of-service (DDoS) attacks toward the wireless Internet including the Wireless Extended Internet, the Wireless Portal Network, and the Wireless Ad Hoc network. We propose a conceptual model for defending against DDoS attacks on the wireless Internet, which incorporate both cooperative technological solutions and economic incentive mechanisms built on usage-based fees. Cost-effectiveness is also addressed through an illustrative implementation scheme using Policy Based Networking (PBN). By investigating both technological and economic difficulties in defense of DDoS attacks with have plagued the wired Internet, our aim here is to foster further development of wireless Internet infrastructure as a more secure and efficient platform for mobile commerce.",10.1023/A:1014526713037,2-s2.0-0036605066,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036605066&origin=inward,,32.0,Defending wireless infrastructure against the challenge of DDoS attacks,2002
